"Sample","site","chamberID","year","mon","mday","gasName","Location","SampleType","Run","id.x","time_label","peakArea","fname","Known.conc","id.y","diameter_cm","height_cm","area_m2","volume_m3","lon","lat","Easting","Northing","mmntID","date","startTime","Soil_moisture_.","Nitrate_conc_g_kg","Pressure","Temp","GC_filename.x","time_mins.x","sampleName.x","GC_filename.y","time_mins.y","sampleName.y","GC_filename","time_mins","sampleName","Sec"
"22","EB","06",2013,6,6,"N2O","P1-D-02",1,27,27,15,85.0043792724609,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.33,0.125036173011037,0.0304213008935853,-3,56,5e+05,6e+05,"EB_2013_06_06_06",2013-06-06,1899-12-31 10:33:00,38.6,6,1000,16.2,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_06_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_06_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_06_15",840
"22","EB","06",2013,6,6,"CH4","P1-D-02",1,27,27,15,4.20623540878296,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.33,0.125036173011037,0.0304213008935853,-3,56,5e+05,6e+05,"EB_2013_06_06_06",2013-06-06,1899-12-31 10:33:00,38.6,6,1000,16.2,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_06_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_06_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_06_15",840
"22","EB","06",2013,6,6,"CO2","P1-D-02",1,27,27,15,146.332473754883,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.33,0.125036173011037,0.0304213008935853,-3,56,5e+05,6e+05,"EB_2013_06_06_06",2013-06-06,1899-12-31 10:33:00,38.6,6,1000,16.2,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_06_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_06_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_06_15",840
"23","EB","06",2013,6,6,"N2O","P1-D-03",1,28,28,30,86.0468978881836,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.33,0.125036173011037,0.0304213008935853,-3,56,5e+05,6e+05,"EB_2013_06_06_06",2013-06-06,1899-12-31 10:33:00,38.6,6,1000,16.2,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_06_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_06_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_06_30",1920
"23","EB","06",2013,6,6,"CO2","P1-D-03",1,28,28,30,157.236404418945,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.33,0.125036173011037,0.0304213008935853,-3,56,5e+05,6e+05,"EB_2013_06_06_06",2013-06-06,1899-12-31 10:33:00,38.6,6,1000,16.2,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_06_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_06_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_06_30",1920
"23","EB","06",2013,6,6,"CH4","P1-D-03",1,28,28,30,4.1185131072998,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.33,0.125036173011037,0.0304213008935853,-3,56,5e+05,6e+05,"EB_2013_06_06_06",2013-06-06,1899-12-31 10:33:00,38.6,6,1000,16.2,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_06_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_06_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_06_30",1920
"24","EB","06",2013,6,6,"CO2","P1-D-04",1,29,29,45,157.328826904297,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.33,0.125036173011037,0.0304213008935853,-3,56,5e+05,6e+05,"EB_2013_06_06_06",2013-06-06,1899-12-31 10:33:00,38.6,6,1000,16.2,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_06_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_06_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_06_45",2580
"24","EB","06",2013,6,6,"CH4","P1-D-04",1,29,29,45,4.0792384147644,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.33,0.125036173011037,0.0304213008935853,-3,56,5e+05,6e+05,"EB_2013_06_06_06",2013-06-06,1899-12-31 10:33:00,38.6,6,1000,16.2,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_06_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_06_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_06_45",2580
"24","EB","06",2013,6,6,"N2O","P1-D-04",1,29,29,45,109.54426574707,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.33,0.125036173011037,0.0304213008935853,-3,56,5e+05,6e+05,"EB_2013_06_06_06",2013-06-06,1899-12-31 10:33:00,38.6,6,1000,16.2,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_06_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_06_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_06_45",2580
"25","EB","07",2013,6,6,"CO2","P1-D-05",1,30,30,0,190.653396606445,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_07_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_07_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_07_00",0
"25","EB","07",2013,6,6,"N2O","P1-D-05",1,30,30,0,86.6706390380859,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_07_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_07_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_07_00",0
"25","EB","07",2013,6,6,"CH4","P1-D-05",1,30,30,0,4.14681625366211,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_07_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_07_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_07_00",0
"26","EB","07",2013,6,6,"N2O","P1-D-06",1,31,31,15,98.6459732055664,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_07_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_07_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_07_15",840
"26","EB","07",2013,6,6,"CH4","P1-D-06",1,31,31,15,4.5790753364563,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_07_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_07_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_07_15",840
"26","EB","07",2013,6,6,"CO2","P1-D-06",1,31,31,15,167.921310424805,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_07_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_07_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_07_15",840
"27","EB","07",2013,6,6,"N2O","P1-D-07",1,32,32,30,77.9237976074219,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_07_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_07_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_07_30",1920
"27","EB","07",2013,6,6,"CO2","P1-D-07",1,32,32,30,177.296783447266,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_07_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_07_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_07_30",1920
"27","EB","07",2013,6,6,"CH4","P1-D-07",1,32,32,30,4.45987462997437,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_07_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_07_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_07_30",1920
"28","EB","07",2013,6,6,"CH4","P1-D-08",1,33,33,45,4.4243426322937,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_07_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_07_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_07_45",2580
"28","EB","07",2013,6,6,"CO2","P1-D-08",1,33,33,45,124.531188964844,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_07_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_07_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_07_45",2580
"28","EB","07",2013,6,6,"N2O","P1-D-08",1,33,33,45,110.083343505859,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,25.94,0.125036173011037,0.032434383279063,-3,56,5e+05,6e+05,"EB_2013_06_06_07",2013-06-06,1899-12-31 10:35:00,38.6,7,1000,17.1,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_07_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_07_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_07_45",2580
"29","EB","08",2013,6,6,"CO2","P2-A-01",1,34,34,0,110.801010131836,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_08_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_08_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_08_00",0
"29","EB","08",2013,6,6,"CH4","P2-A-01",1,34,34,0,4.05812835693359,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_08_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_08_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_08_00",0
"29","EB","08",2013,6,6,"N2O","P2-A-01",1,34,34,0,176.433990478516,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_08_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_08_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_08_00",0
"3","EB","01",2013,6,6,"CH4","P1-A-07",1,8,8,30,4.24685478210449,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.72,0.125036173011037,0.0309089419683284,-3,56,5e+05,6e+05,"EB_2013_06_06_01",2013-06-06,1899-12-31 10:25:00,33.5,5,1000,16,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_01_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_01_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_01_30",1920
"3","EB","01",2013,6,6,"N2O","P1-A-07",1,8,8,30,107.346397399902,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.72,0.125036173011037,0.0309089419683284,-3,56,5e+05,6e+05,"EB_2013_06_06_01",2013-06-06,1899-12-31 10:25:00,33.5,5,1000,16,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_01_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_01_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_01_30",1920
"3","EB","01",2013,6,6,"CO2","P1-A-07",1,8,8,30,72.1505279541016,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.72,0.125036173011037,0.0309089419683284,-3,56,5e+05,6e+05,"EB_2013_06_06_01",2013-06-06,1899-12-31 10:25:00,33.5,5,1000,16,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_01_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_01_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_01_30",1920
"30","EB","08",2013,6,6,"CH4","P2-A-02",1,35,35,15,4.48152303695679,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_08_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_08_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_08_15",840
"30","EB","08",2013,6,6,"N2O","P2-A-02",1,35,35,15,111.813697814941,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_08_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_08_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_08_15",840
"30","EB","08",2013,6,6,"CO2","P2-A-02",1,35,35,15,119.456825256348,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_08_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_08_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_08_15",840
"31","EB","08",2013,6,6,"CO2","P2-A-03",1,36,36,30,99.9687194824219,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_08_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_08_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_08_30",1920
"31","EB","08",2013,6,6,"N2O","P2-A-03",1,36,36,30,91.1714782714844,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_08_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_08_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_08_30",1920
"31","EB","08",2013,6,6,"CH4","P2-A-03",1,36,36,30,4.375572681427,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_08_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_08_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_08_30",1920
"32","EB","08",2013,6,6,"N2O","P2-A-04",1,37,37,45,80.499626159668,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_08_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_08_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_08_45",2580
"32","EB","08",2013,6,6,"CH4","P2-A-04",1,37,37,45,4.20469665527344,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_08_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_08_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_08_45",2580
"32","EB","08",2013,6,6,"CO2","P2-A-04",1,37,37,45,113.739738464355,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,23.89,0.125036173011037,0.0298711417323368,-3,56,5e+05,6e+05,"EB_2013_06_06_08",2013-06-06,1899-12-31 10:36:00,38.5,8,1000,17.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_08_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_08_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_08_45",2580
"33","EB","09",2013,6,6,"CO2","P2-A-05",1,38,38,0,107.743278503418,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_09_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_09_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_09_00",0
"33","EB","09",2013,6,6,"CH4","P2-A-05",1,38,38,0,4.22830057144165,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_09_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_09_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_09_00",0
"33","EB","09",2013,6,6,"N2O","P2-A-05",1,38,38,0,98.3766632080078,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_09_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_09_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_09_00",0
"34","EB","09",2013,6,6,"CH4","P2-A-06",1,39,39,15,4.32550144195557,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_09_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_09_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_09_15",840
"34","EB","09",2013,6,6,"CO2","P2-A-06",1,39,39,15,143.087890625,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_09_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_09_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_09_15",840
"34","EB","09",2013,6,6,"N2O","P2-A-06",1,39,39,15,85.172737121582,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_09_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_09_15","S:\GC\James_2013_06_06.xls",14,"EB_2013_06_06_09_15",840
"35","EB","09",2013,6,6,"N2O","P2-A-07",1,40,40,30,125.610794067383,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_09_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_09_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_09_30",1920
"35","EB","09",2013,6,6,"CH4","P2-A-07",1,40,40,30,4.39931011199951,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_09_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_09_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_09_30",1920
"35","EB","09",2013,6,6,"CO2","P2-A-07",1,40,40,30,114.50846862793,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_09_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_09_30","S:\GC\James_2013_06_06.xls",32,"EB_2013_06_06_09_30",1920
"36","EB","09",2013,6,6,"CO2","P2-A-08",1,41,41,45,116.000099182129,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_09_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_09_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_09_45",2580
"36","EB","09",2013,6,6,"N2O","P2-A-08",1,41,41,45,68.0809936523438,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_09_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_09_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_09_45",2580
"36","EB","09",2013,6,6,"CH4","P2-A-08",1,41,41,45,3.88955736160278,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_09",2013-06-06,1899-12-31 10:38:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_09_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_09_45","S:\GC\James_2013_06_06.xls",43,"EB_2013_06_06_09_45",2580
"37","EB","10",2013,6,6,"CH4","P2-B-01",1,42,42,0,4.40727233886719,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_10_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_10_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_10_00",0
"37","EB","10",2013,6,6,"N2O","P2-B-01",1,42,42,0,96.2108306884766,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_10_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_10_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_10_00",0
"37","EB","10",2013,6,6,"CO2","P2-B-01",1,42,42,0,111.091995239258,"../data-raw/SRUC_template_GC_input.xlsx",NA,NA,39.9,24.18,0.125036173011037,0.0302337466340688,-3,56,5e+05,6e+05,"EB_2013_06_06_10",2013-06-06,1899-12-31 10:40:00,39.1,4,1000,16.3,"S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_10_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_10_00","S:\GC\James_2013_06_06.xls",0,"EB_2013_06_06_10_00",0
